id,firstName,lastName,secondName,dateOfBirth,dateOfDeath,placeOfBirth,placeOfBirthName,placeOfDeath,placeOfDeathName,travel,burialPlace,burialDate,testament,actTestament,dateBaptism,religion,gender,stcn,orphanage,education,posUniversity,miscellaneous,profStart,profEnd,father,fatherName,mother,motherName
DAD300,'Arnoldus','Does','de','1748',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P798',NULL,'P799',NULL
DAD301,'Augustijn','Does','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1714','1735','P801',NULL,'P802',NULL
DCD302,'Cornelis','Does','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1730',NULL,'P805',NULL,'P806',NULL
DFI303,'Frans','Does','I de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1679','1715','P807',NULL,'P808',NULL
DFI304,'Frans','Does','II de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1728','1749','P812',NULL,'P813',NULL
DFI305,'Frans','Does','III de','1787',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. Oegstgeest 7-11-1787',NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P814',NULL,'P815',NULL
DHI306,'Hendrik','Does','I de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1726',NULL,'P818',NULL,'P819',NULL
DHI307,'Hendrik','Does','II de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1805',NULL,'P821',NULL,'P822',NULL
D308,NULL,'Does',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P823',NULL,'P824',NULL
DJD309,'Johannes','Does','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1786','1794','P825',NULL,'P826',NULL
D310,NULL,'Does',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P827',NULL,'P828',NULL
DPD311,'Pieter','Does','de','1768',NULL,'PLACE102',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1736','1768','P829',NULL,'P830',NULL
DGV312,'Gerrit','Doesburg','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1660',NULL,'P832',NULL,'P833',NULL
DB313,'Bartholomeus','Dolendo',NULL,'1626',NULL,NULL,NULL,NULL,NULL,NULL,'begraven 27-5-1626',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1590',NULL,'P834',NULL,'P835',NULL
D314,NULL,'Domis',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,'1726','P836',NULL,'P837',NULL
DJ315,'Jean','Doreau',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075544504',NULL,NULL,NULL,NULL,'1602','1603','P838',NULL,'P839',NULL
DH316,'Hans','Dormen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P840',NULL,'P841',NULL
DNC318,'Neeltje','Dorp','Claes van','1570',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P844',NULL,'P845',NULL
D320,NULL,'Dorp',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P848',NULL,'P849',NULL
DCN321,'Cornelia','Dorp','Neeltje Jans van','1669',NULL,'PLACE103',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1651','1669','P851',NULL,'P852',NULL
DEL322,'Elisabeth','Dorp','Lijsbeth Jans van','1664',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. PK 20/26-1',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P853',NULL,'P854',NULL
DEJ323,'Evertje','Dorp','Jans van','1661',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. PK 27-11',NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1648',NULL,'P855',NULL,'P856',NULL
DJC324,'Jan','Dorp','Claesz van','1635',NULL,'PLACE104',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P858',NULL,'P859',NULL
DJJ325,'Jan','Dorp','Jansz van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1623','1642','P861',NULL,'P862',NULL
VJC326,'Joris','van der Dorp','Cornelisz','1635',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1657',NULL,'P863',NULL,'P864',NULL
DAG327,'Aernout','Doude','Gerritsz','1691',NULL,'PLACE105',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1667','1679','P866',NULL,'P867',NULL
DJ329,'Jacobus','Douzi Douzij',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1768','1807','P871',NULL,'P872',NULL
DCB330,'Cornelis','Driehuysen','Baltensz','1671',NULL,'PLACE86','woerden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1663','1671','P874',NULL,'P875',NULL
DH331,'Hendrik','Drummond',NULL,NULL,NULL,'PLACE3','utrecht',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1684','1698','P877',NULL,'P878',NULL
DJ332,'Jan','Drummond',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1669',NULL,'P880',NULL,'P881',NULL
DJ333,'Jan','Drummond',NULL,'1665',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1681','1683','P883',NULL,'P884',NULL
DPI334,'Pieter','Drummond','I',NULL,NULL,'PLACE3','utrecht',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1664','1697','P885',NULL,'P886',NULL
DPI335,'Pieter','Drummond','II',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1700','1726','P888',NULL,'P889',NULL
DW336,'Wilhem','Dubbeldeman',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1732',NULL,'P891',NULL,'P892',NULL
DJD338,'Jacob','Duif','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1732',NULL,'P895',NULL,'P896',NULL
DJ340,'Johannes','Duss',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1726',NULL,'P899',NULL,'P900',NULL
DT341,'Thomas','Duycks',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1703',NULL,'P901',NULL,'P902',NULL
DMP342,'Mathijs','Duyren Duijren','Pietersz van','1599',NULL,'PLACE3','utrecht',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1625','1658','P904',NULL,'P905',NULL
DA343,'Abraham','Duyts',NULL,NULL,NULL,'PLACE10','antwerpen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1602',NULL,'P909',NULL,'P910',NULL
DJ345,'Jan','Dyvoet',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1659',NULL,'P914',NULL,'P915',NULL
EPV346,'Philip','Edenburg','van','1790',NULL,'PLACE106',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1762',NULL,'P916',NULL,'P917',NULL
ECN347,'Claes','Eeckhout Eyckhout','Nicolaus Harmansz','1605',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1627','1660','P919',NULL,'P920',NULL
EC348,'Caleb','Eedel',NULL,'1693',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1758',NULL,'P923',NULL,'P924',NULL
EC349,'Cornelis','Eedel',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1749',NULL,'P927',NULL,'P928',NULL
EJV350,'Jan','Eems','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1691',NULL,'P931',NULL,'P932',NULL
VA351,'A','van der Eest',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1796',NULL,'P933',NULL,'P934',NULL
EDW352,'de','Eet','weduwe W. van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1759',NULL,'P935',NULL,'P936',NULL
EWD353,'Willem','Egmond','Dircksz van','1710',NULL,'PLACE107',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1685',NULL,'P937',NULL,'P938',NULL
EZV354,'Zeeger','Egmond','van','1747',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P941',NULL,'P942',NULL
EJ355,'Jacobus','Eldermans',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1685',NULL,'P944',NULL,'P945',NULL
EJV358,'Jan','Embden','van den',NULL,NULL,'PLACE3','utrecht',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1738',NULL,'P950',NULL,'P951',NULL
EG359,'Gerrit','Emmers',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1788',NULL,'P953',NULL,'P954',NULL
EA361,'Adolf','Engelbrechtsz',NULL,'1582',NULL,'PLACE35','rostock',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1609','1610','P958',NULL,'P959',NULL
EJ362,'Jan','Engele',NULL,NULL,NULL,'PLACE6','amsterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1638',NULL,'P961',NULL,'P962',NULL
EAV363,'Abraham','Engelen','van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1745',NULL,'P964',NULL,'P965',NULL
E364,NULL,'Engelvaart (Ingelvaert',NULL,NULL,NULL,'PLACE36','ingelvaert',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P967',NULL,'P968',NULL
E365,NULL,'Engelvaart (Ingelvaert',NULL,NULL,NULL,'PLACE36','ingelvaert',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P975',NULL,'P976',NULL
EW366,'Willem','Ente',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1663',NULL,'P980',NULL,'P981',NULL
ET367,'Thomas','Erpenius',NULL,'1624',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1613','1624','P982',NULL,'P983',NULL
EN368,'Nicolaas','Es',NULL,NULL,NULL,'PLACE108',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P985',NULL,'P986',NULL
ET369,'Thomas','Evenblij',NULL,'1681',NULL,'PLACE109',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1674',NULL,'P988',NULL,'P989',NULL
VP371,'Pieter','van der Eyck Eijck',NULL,'1715',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Remonstrants','M',NULL,NULL,NULL,NULL,NULL,'1735','1769','P994',NULL,'P995',NULL
EI372,'Isaac','Eycke',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1702',NULL,'P997',NULL,'P998',NULL
ER373,'Richard','Eyr Ayr',NULL,'1596',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1632','1634','P999',NULL,'P1000',NULL
E377,NULL,'Elzevier',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1007',NULL,'P1008',NULL
EAI379,'Abraham','Elsevier','I','14',NULL,'PLACE110',NULL,NULL,NULL,NULL,'begr. PK 17-8-1652',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1620','1653','P1011',NULL,'P1012',NULL
EAI380,'Abraham','Elsevier','II','30',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1681','1712','P1017',NULL,'P1018',NULL
EAG381,'Aegidius','Elsevier','Gillis','1651',NULL,NULL,NULL,NULL,NULL,NULL,'begr. 1-7-1651',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1020',NULL,'P1021',NULL
EB382,'Bonaventura','Elsevier',NULL,'17',NULL,'PLACE111',NULL,NULL,NULL,NULL,'begr. PK 21-9-1652',NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1610','1652','P1022',NULL,'P1023',NULL
ED383,'Daniel','Elsevier',NULL,'13',NULL,'PLACE112',NULL,NULL,NULL,NULL,'begr. PK 20-10-1680',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1652','1655','P1025',NULL,'P1026',NULL
EI384,'Isaac','Elsevier',NULL,'10',NULL,'PLACE113',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1616','1626','P1027','Mathijs Elsevier','P1028','en Berbertje Copes [Lopez'
EJ385,'Jacob','Elsevier',NULL,'1661',NULL,'PLACE106',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,'1621','P1031',NULL,'P1032',NULL
EJ386,'Johannes','Elsevier',NULL,'1661',NULL,'PLACE102',NULL,NULL,NULL,NULL,'begr. PK 5/11-6-1661',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1651','1661','P1034',NULL,'P1035',NULL
ELL387,'Loys','Elsevier','Louis I','1617',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1580','1617','P1037',NULL,'P1038',NULL
ELI388,'Louis','Elsevier','II','1620',NULL,'PLACE114',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1590',NULL,'P1039',NULL,'P1040',NULL
ELI389,'Louis','Elsevier','III','1670',NULL,'PLACE6','amsterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1637','70','P1041','Joost Elzevier','P1042','en Margarita van der Woert'
EM390,'Matthijs','Elsevier',NULL,'1640',NULL,'PLACE10','antwerpen',NULL,NULL,NULL,'begr. PK 10-12-1640',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1580','1640','P1043',NULL,'P1044',NULL
FJ391,'Jan','Fagel',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1675',NULL,'P1048',NULL,'P1049',NULL
FJ392,'Joris','Farquhar',NULL,NULL,NULL,'PLACE43','aberdeen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1645','1663','P1050',NULL,'P1051',NULL
FA393,'Abraham','Fatsoen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1701','1717','P1052',NULL,'P1053',NULL
FBD394,'broers','Faye','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1710','1720','P1055',NULL,'P1056',NULL
FFL395,'Ferdinand','Febvre Fevere','le',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1623','1667','P1057',NULL,'P1058',NULL
FG396,'Georgius','Figurus',NULL,'1611',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1639',NULL,'P1059',NULL,'P1060',NULL
FA397,'Amme','Flamine',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1598',NULL,'P1061',NULL,'P1062',NULL
FH398,'Heijndrick','Florisz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1610',NULL,'P1063',NULL,'P1064',NULL
FJ399,'Jan','Fluijters',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1741',NULL,'P1065',NULL,'P1066',NULL
FAD400,'Anthony','Font','de la','1738',NULL,'PLACE44','languedoc',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1690','1738','P1068',NULL,'P1069',NULL
FJA401,'Jean','Font','Alexandre de la','1685',NULL,'PLACE44','languedoc',NULL,NULL,NULL,'begr. HK 10/17-11-1685',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1683','1684','P1071',NULL,'P1072',NULL
FMH402,'Meijndert','Fonteijn','Huijbert',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1784',NULL,'P1073',NULL,'P1074',NULL
FJ403,'Jan','Fonteyn',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1680',NULL,'P1076',NULL,'P1077',NULL
FTJ404,'Thomas','Fonteyn','Jaspersz','1653',NULL,'PLACE112',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1629','52','P1078',NULL,'P1079',NULL
FF405,'Francoys','Formie',NULL,NULL,NULL,'PLACE18','parijs',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1685',NULL,'P1081',NULL,'P1082',NULL
FA406,'Abraham','Fortrie',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1668','1669','P1084',NULL,'P1085',NULL
FSD407,'Sara','Four','de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1766',NULL,'P1088',NULL,'P1089',NULL
FSL408,'Simon','Fourbe','le',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1664',NULL,'P1090',NULL,'P1091',NULL
FJL409,'Jean','Franois','le',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1678',NULL,'P1092',NULL,'P1093',NULL
FC410,'Carel','Fransz',NULL,NULL,NULL,'PLACE8','delft',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1633',NULL,'P1094',NULL,'P1095',NULL
FF411,'Frans','Fransz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1619','1620','P1097',NULL,'P1098',NULL
FJ412,'Jan','Fransz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1652',NULL,'P1099',NULL,'P1100',NULL
F413,NULL,'Freekbuur',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1784',NULL,'P1101',NULL,'P1102',NULL
FBJ415,'Bartholomeus','Fries','Jacobsz de',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1617',NULL,'P1105',NULL,'P1106',NULL
FC416,'Claude','Frison',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1669',NULL,'P1107',NULL,'P1108',NULL
FD417,'Dirk','Frousse',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1632',NULL,'P1109',NULL,'P1110',NULL
GJ418,'Jacobus','Gael',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1679','1680','P1111',NULL,'P1112',NULL
GH419,'Heyndrick','Gaerman Garenman',NULL,'1617',NULL,'PLACE115',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1611',NULL,'P1113',NULL,'P1114',NULL
A421,NULL,'Adriaen van Gaesbeeck (1621-1650',NULL,'1621',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1117',NULL,'P1118',NULL
V422,NULL,'Veilingen: 1661 ? (Halle FS 169 C 14:2); Abraham en Daniel: 19-2-1662 Frans Jansz. van Santen (GAL',NULL,NULL,NULL,'PLACE116',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1119',NULL,'P1120',NULL
NN5423,'nr','NA 745','56','21',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P1121',NULL,'P1122',NULL
GAC424,'Abraham','Gaesbeeck','Cornelisz van','1607',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1655','1664','P1123',NULL,'P1124',NULL
GAI425,'Abraham','Gaesbeeck','II ? van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1674',NULL,'P1126','de Leidse banketbakker, later boekverkoper (?) Abraham Cornelisz van Gaesbeeck','P1127','en Anna Bulsingh'
GAI426,'Adriaan','Gaesbeeck','I van','1670',NULL,'PLACE112',NULL,NULL,NULL,NULL,'begr. Leiden 15-2-1686',NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1665','1670','P1129','de Leidse banketbakker Abraham Cornelisz van Gaesbeeck','P1130','en Anna Bulsingh'
